datetime,open,high,low,close,volume
2024-11-19 01:00:00,2613.368,2617.838,2611.562,2615.646,9956
2024-11-19 02:00:00,2615.642,2624.148,2615.642,2622.451,8269
2024-11-19 03:00:00,2622.416,2625.615,2621.345,2624.459,6466
2024-11-19 04:00:00,2624.48,2625.158,2621.494,2622.972,4587
2024-11-19 05:00:00,2622.927,2623.425,2620.825,2622.54,6297
2024-11-19 06:00:00,2622.499,2626.66,2621.4,2625.11,7160
2024-11-19 07:00:00,2625.208,2625.348,2617.713,2619.081,7817
2024-11-19 08:00:00,2619.045,2627.069,2618.698,2626.388,10275
2024-11-19 09:00:00,2626.304,2634.507,2625.305,2630.264,14218
2024-11-19 10:00:00,2630.24,2636.53,2629.933,2635.072,8429
2024-11-19 11:00:00,2635.085,2636.032,2629.05,2629.663,7700
2024-11-19 12:00:00,2629.691,2639.398,2628.71,2639.229,9311
2024-11-19 13:00:00,2639.26,2639.462,2629.274,2635.268,17130
2024-11-19 14:00:00,2635.24,2636.95,2622.764,2623.542,21366
2024-11-19 15:00:00,2623.505,2628.707,2620.936,2624.467,15264
2024-11-19 16:00:00,2624.502,2628.47,2622.319,2626.424,10998
2024-11-19 17:00:00,2626.388,2633.156,2625.646,2628.138,7942
2024-11-19 18:00:00,2628.172,2630.411,2626.271,2630.129,6634
2024-11-19 19:00:00,2630.164,2631.569,2628.883,2630.702,5365
2024-11-19 20:00:00,2630.741,2634.598,2630.438,2633.707,4537
2024-11-19 21:00:00,2633.675,2633.932,2630.572,2632.083,3554
2024-11-19 23:00:00,2632.179,2635.56,2632.033,2635.185,2843
2024-11-20 00:00:00,2635.185,2639.103,2634.7,2637.814,4497
2024-11-20 01:00:00,2637.857,2641.511,2635.795,2639.642,8940
2024-11-20 02:00:00,2639.659,2641.871,2638.398,2640.249,6356
2024-11-20 03:00:00,2640.232,2641.236,2637.565,2638.001,4967
2024-11-20 04:00:00,2638.036,2638.796,2636.133,2636.61,3785
2024-11-20 05:00:00,2636.55,2638.512,2634.893,2636.877,5866
2024-11-20 06:00:00,2636.846,2637.11,2628.574,2629.553,9433
2024-11-20 07:00:00,2629.532,2630.233,2621.256,2621.615,8423
